N,replicate,lambda_emp,mu_perm,sd_emp,s_perm,z,p_one_sided,detect
1000,24,0.9543590454688686,1.0025169684564235,0.017771860830223262,0.020460349488383767,-2.6242235893270434,0.9956576623734619,0
1000,25,0.9971210029698666,0.9990539546020459,0.02271148741951003,0.023215545645277308,-0.08296925195098254,0.5330620056599811,0
1000,26,0.9659384457084331,1.0011388900004667,0.027011555284222572,0.030249704224494398,-1.264130384638849,0.8969083838072143,0
1000,27,1.006113246483287,1.0019498780567293,0.0213063456906875,0.01567879361126647,0.19281227505439683,0.42355299488701714,0
1000,28,0.9916931983279507,0.994923702600419,0.025622271327080337,0.021117380076928524,-0.12399382307406039,0.5493399171028193,0
1000,29,0.9403559638216173,1.004709592699853,0.020130978535493397,0.028711550497891064,-3.0456148242265555,0.9988389745240711,0
1000,30,0.9972398867413362,1.003120390629743,0.020409279311472996,0.0259653080820069,-0.27713308948842275,0.6091610426239503,0
1000,31,1.0120499583618738,1.0090682469328616,0.024999486812934513,0.018506772048549783,0.1176696570191315,0.45316470495206984,0
1000,32,1.008707881873152,1.001801106148259,0.019483695209299663,0.02493141893481884,0.34081336572246895,0.3666220439207297,0
1000,33,1.0320199093976432,0.9930448794940061,0.023290991584485794,0.028601825461629846,1.6136639796640448,0.05330016550738059,0
1000,34,0.994274584460807,0.9977585986936589,0.021898856937305797,0.025678319893245854,-0.15389368835349782,0.5611532196076654,0
1000,35,0.9706666352448029,0.9870176593628255,0.02702258154493801,0.02049062678526874,-0.5965726691219735,0.7246036384366007,0
1000,36,0.9845932541312711,1.004425276376161,0.021625980115720374,0.02462172277800619,-0.8886990941839525,0.8129175909799959,0
1000,37,0.9683033773859315,0.9943052582059584,0.022571253813300732,0.02090017930948383,-1.1280643781511226,0.8703536341434384,0
1000,38,1.0067282016662666,1.0108127222034677,0.023470315003138408,0.022759643334377203,-0.17007681561425744,0.5675251368379355,0
1000,39,0.998082678555717,0.9911377638900412,0.02474331964619699,0.02259878330578765,0.27500199974144,0.39165735097530874,0
1000,40,1.0133990295732338,1.0004907394309595,0.02575750259959479,0.0229644604644872,0.49147529210118024,0.31154516163233215,0
1000,41,0.9623789474693855,1.002781098632561,0.020164839655654958,0.019416118895794345,-1.9587093485493903,0.9749265824998562,0
1000,42,0.9898827704457793,0.9931944849085518,0.026736901441824616,0.027764353171097194,-0.12065315275780929,0.5480171167468308,0
1000,43,0.9980124353694038,0.9986101648460333,0.022127313324375716,0.022753547071808333,-0.02632622407416371,0.5105014308145912,0
1000,44,0.9955323792364799,0.9997743159873174,0.023738030371310302,0.023989233104247228,-0.17430304028262042,0.5691863449900905,0
1000,45,1.0129561204570559,1.009065956148894,0.023103425130917947,0.024612583250827158,0.1637971592038198,0.4349454140513863,0
1000,46,1.0104618228344826,0.9958166285676686,0.023666725178628455,0.023020491163628816,0.6046722303849523,0.27269840151180713,0
1000,47,0.9920325806124451,1.0092801655797268,0.025536863205456648,0.02954394937597186,-0.6538743642778655,0.7434036243511427,0
1000,48,1.0253095129772791,0.9899704933094163,0.02411175357997453,0.02237486121983546,1.4350660823423993,0.07563413380860773,0
1000,49,0.9985129621151748,1.0114652242777973,0.023317794347205077,0.016661909885627182,-0.5485093699394813,0.7083289013706767,0
