N,replicate,lambda_emp,mu_perm,sd_emp,s_perm,z,p_one_sided,detect
100,0,1.076045748109122,1.028905440928068,0.025245028058691034,0.02073179906731513,1.8366018365929162,0.033134348002024305,1
100,1,1.0151213794324123,1.029886848897415,0.022508524112233197,0.021091138293375136,-0.6420525133367166,0.7395804564469717,0
100,2,1.0483548845368345,1.0344909145804695,0.022501134006723177,0.02395967932946588,0.5993892570056484,0.27445666962226833,0
100,3,1.0394000650585742,1.020482546145374,0.023265684084212788,0.02559985969134232,0.7895609269324925,0.2148921173934174,0
100,4,1.0607847119096874,1.0365669164483684,0.02456572327972979,0.024820723100399008,0.9616005940138165,0.16812513650442196,0
100,5,1.0488908021179677,1.0319204612207595,0.023670923695596,0.025240316833814048,0.6973787653356164,0.2427828934879982,0
100,6,1.0220987037199152,1.0173495328256525,0.01604536488041348,0.02363377595509988,0.28112850785541693,0.38930591820955684,0
100,7,1.026993772737235,1.0257647773155727,0.02511915095665472,0.023836895264920898,0.04786100846389558,0.4809135072480263,0
100,8,1.0118030635560096,1.024847129631271,0.020255096433680092,0.021588038210990156,-0.6264448255758098,0.7344883921353128,0
100,9,1.034493956647866,1.0323084855550206,0.02469803182967434,0.023898395174597648,0.0864863964223122,0.4655398848166772,0
100,10,1.000541457893403,1.0259888220778703,0.02219373041336976,0.017090861597899375,-1.1299715401702486,0.8707558915886328,0
100,11,1.0311083122718263,1.0288416527956512,0.02983861542875427,0.02341961016210406,0.07482041113953891,0.47017880079727625,0
100,12,1.0449614085479577,1.0234463513595846,0.024713591769848012,0.024621963712948447,0.849744835532435,0.19773348268013835,0
100,13,1.0509255953400534,1.0345820800003402,0.019280875593570116,0.0256295540385425,0.8125212999365238,0.20824628480315188,0
100,14,1.034668543278152,1.0362354662919124,0.024760799823277613,0.013599569003750308,-0.06281049106335886,0.5250412941469953,0
100,15,1.030279908641057,1.020982485643996,0.022729613780010535,0.019926693405383705,0.4014044474440145,0.34406118775573336,0
100,16,1.0399449708117814,1.020147303169437,0.029467515710200846,0.018717633207961562,0.6651712211657536,0.2529704926638099,0
100,17,1.0629028112707408,1.0393051920852585,0.02141057620995224,0.021434245183468297,1.0755294578640135,0.14106887542513435,0
100,18,1.037486353859272,1.0341833105063896,0.02402069236218577,0.023433563259025493,0.13434886166215007,0.4465633587040265,0
100,19,1.0069279037689856,1.02002162136742,0.024931427079712114,0.022011664490131845,-0.5152445059716814,0.6968089138815232,0
100,20,1.035660922865618,1.0255928312610723,0.023190114478803977,0.02254706482856793,0.42424415501831203,0.33569388094912367,0
100,21,1.0475600545276658,1.023619745349103,0.024778718856797544,0.0215860504736022,0.948339108287478,0.17147842376858802,0
100,22,1.0316537908084313,1.0195953887634737,0.023834061359912177,0.020281555758017895,0.4970141202658882,0.30958954698478247,0
100,23,1.0211596250542203,1.0269167363705975,0.025518900966413335,0.026375425332179722,-0.21980793845981172,0.5869896315829153,0
100,24,1.0314794372071234,1.026034226497342,0.023354762184492495,0.029265218035601195,0.2245056307444874,0.4111819430175252,0
100,25,1.036717211622181,1.0302304150480972,0.03130279180887409,0.030305186485462612,0.20253594395966787,0.4197488807031372,0
100,26,1.0216199193362892,1.021205946466214,0.021739756698835565,0.02394440629100723,0.018489708601626544,0.49262409375491734,0
100,27,1.0472212085497858,1.027210610436963,0.027884663513452722,0.019891312690564267,0.7086616433736332,0.23926723642498393,0
100,28,1.009621281107725,1.0295627666039835,0.02492874166957706,0.023862175827272306,-0.7822221647276318,0.7829579896800527,0
100,29,1.0397133765389253,1.0248451569511559,0.022263463937577534,0.01761612014375528,0.657616648876817,0.25539224683459727,0
100,30,1.0523559881194282,1.0292422222928863,0.025085249209158705,0.0226368648708896,0.9032046427308007,0.1832086471411577,0
100,31,1.0215282170345956,1.028646026221503,0.029758462490502503,0.026095952589902906,-0.23471620549496203,0.5927854955463709,0
100,32,1.0512722647333417,1.0193313626210982,0.02095210481411279,0.024966694714200124,1.4730771706422574,0.07036511421315628,0
100,33,1.0191734514527777,1.0259288424942552,0.01965280541144316,0.02249985918836445,-0.3329981789060828,0.630432171095662,0
100,34,0.9999433619554039,1.025869371681792,0.024386947310338063,0.0160781512261787,-1.0517425586068847,0.8535411602771229,0
100,35,1.0743053912280753,1.0347409721301162,0.023460912421945375,0.032204685298342424,1.6121618415820291,0.053463363207322145,0
100,36,1.0510702491789783,1.0239800093042615,0.028794017525608312,0.027276856085464804,0.9204061210104222,0.17868028558187699,0
100,37,1.0096214167883375,1.0259966548023893,0.026418091643792253,0.023434776780490482,-0.6080038483267276,0.7284075392265982,0
100,38,1.061282022268062,1.0275078562191966,0.025079481496338325,0.026970354110406165,1.3093610740034323,0.09520603529114458,0
100,39,1.0077955972688355,1.0275172147179528,0.028153526515443023,0.02218110208718751,-0.6898787049541193,0.7548647657274792,0
100,40,1.0445493007412499,1.0416544850232203,0.02441396594729293,0.024110279184910554,0.1157827170894328,0.4539123740743324,0
100,41,1.0360581980824772,1.029553828388523,0.022022825883362147,0.017383389493877473,0.29085110890906457,0.385582597455987,0
100,42,1.039973741462957,1.0256763167552425,0.026036204705408374,0.02042795603449022,0.5408753768078501,0.29429674190335664,0
100,43,0.9924808940317316,1.02549634979396,0.021480012405134107,0.02227004860689467,-1.4973208519015417,0.9328451041505144,0
100,44,1.0120966177986783,1.0231421996272128,0.02608841460044413,0.024154818317917933,-0.4145980813075003,0.660781923499332,0
100,45,1.0410761257086147,1.0275055073869148,0.023377122607528122,0.028474720131584776,0.5601048843817726,0.2877039495228665,0
100,46,1.0135127684196343,1.01991196571489,0.02591756178549784,0.02252435653995592,-0.24237169622202326,0.5957539181090792,0
100,47,1.0108103759142428,1.0269823642517513,0.02415803500977324,0.024265248467701932,-0.6531534098295927,0.7431713086538518,0
100,48,1.0322875567091943,1.0246757466989131,0.027328038965852647,0.020234977849934686,0.2747937919131083,0.391737333949874,0
100,49,1.0179735590284698,1.0165911185464342,0.020711941890770434,0.019564362730316993,0.06530522737720242,0.4739654901930903,0
300,0,0.9963084499522852,1.0046179925804086,0.025743354595327003,0.019438666809971847,-0.3182790565819099,0.624863365314522,0
300,1,0.9474182237120417,1.017510465892967,0.021548603359165315,0.022709987107480838,-3.166026453682515,0.9992273163048655,0
300,2,1.0253760621906431,1.007428772496519,0.022359207715592338,0.02007233395228741,0.7869808644982604,0.2156465339940814,0
300,3,1.0105879747946134,1.007006372774247,0.024744553052798463,0.02088817029913208,0.14223139655241893,0.4434486165095848,0
300,4,1.0203400298902294,1.0146270406049382,0.02589146440845148,0.017791423112267928,0.21809200272946028,0.41367871416835333,0
300,5,1.0377198994820627,1.0082582434072989,0.025612152054989294,0.02189029335134198,1.12985147091782,0.12926940779774698,0
300,6,1.0122619353319076,1.0131735069697334,0.022980596501869684,0.027029961573355497,-0.03836237284434595,0.5153006194974603,0
300,7,1.0352425345567071,1.0094856900944955,0.02146621014441887,0.01553278468660608,1.1844743368064137,0.11811267460442454,0
300,8,0.9761451819337722,0.9989956064363336,0.02510679373375252,0.022807614397984115,-0.8919141804022331,0.8137805333214561,0
300,9,1.0302751433020236,1.0191029784687629,0.025133016490640255,0.018890698374253313,0.4383731352497891,0.3305579087867587,0
300,10,1.0050525690748948,1.0051748304249046,0.020790926972529357,0.019434782032817583,-0.005756116578943528,0.5022963455934968,0
300,11,0.986386494524581,1.012574938172912,0.020914935482477713,0.022690731008606684,-1.216846319017833,0.8881686534812423,0
300,12,1.0016093559255526,1.0137272571444367,0.02621819357439848,0.02958851727091048,-0.44814536746238226,0.6729758559622918,0
300,13,0.9863202494160802,1.0033637781440832,0.024190542129586223,0.026241161166812188,-0.6846987221990826,0.7532329722283938,0
300,14,1.00133797292569,1.0022884327493176,0.0231571638649958,0.017674964014645283,-0.040458857744799424,0.5161363465352654,0
300,15,1.034064790952174,1.0088919739572038,0.024442638069580542,0.01835923168277503,1.0156477419560495,0.15489858075533136,0
300,16,1.0662834980117133,1.014147034742208,0.018553059497100923,0.02781947559449299,2.6643543116443538,0.0038568135223321365,1
300,17,0.9907438760348363,1.007592320774813,0.02240298962364191,0.0282822342616517,-0.7237773326733687,0.7653987762196712,0
300,18,1.0202823358040363,1.0025633398931446,0.025189247169815212,0.020474208472493434,0.6920966208290199,0.24443832681917188,0
300,19,1.0074826213711365,1.0036997876487372,0.025645899328880582,0.025293918268689784,0.14404120301605886,0.4427339667861683,0
300,20,1.0008902775669843,1.0059860988333866,0.025902111720863572,0.023311137609780586,-0.1928672666507354,0.5764685394397937,0
300,21,1.020953766752151,1.0031668806204894,0.02661114215492302,0.01659221293907189,0.6619969684078797,0.25398658228917037,0
300,22,0.9984315373905956,1.0111649778322414,0.026392936143084564,0.028091551669905877,-0.46934686301654355,0.6805891383478576,0
300,23,1.010255578126775,1.007467759467,0.02423012914761299,0.02670615628918765,0.11171310722450915,0.45552544316273913,0
300,24,0.9768803580095136,1.0152552457791466,0.02400982726809,0.022398631656802094,-1.5646197919850948,0.9411639573352732,0
300,25,1.0213902366151215,1.005070848397748,0.024884693138599503,0.026627361597581802,0.6377979378419087,0.2618026110622511,0
300,26,1.000140947581485,1.0081673083794505,0.017392571672168962,0.01788956339734386,-0.4497401494816176,0.6735510911175229,0
300,27,0.9985348819825495,0.9955287781278397,0.02435610440094274,0.0219145723901246,0.12099841383253858,0.4518461457713969,0
300,28,0.9896117684168453,1.0086569688580127,0.019198803409934174,0.019679573308185993,-0.9669254820985085,0.8332093565363574,0
300,29,1.0180879351539387,1.0035242051793785,0.021644067471667427,0.018485799586698916,0.6609289738690045,0.25432893198430695,0
300,30,0.9952146682913678,1.0108168190923015,0.02094119525600954,0.01785517086650734,-0.7318632546068474,0.7678739819411706,0
300,31,0.9908394689980798,1.0136358946886306,0.02182025090264968,0.022720288138883334,-1.017521240028575,0.8455472333439833,0
300,32,1.0037028573002391,0.9999941696838273,0.022171888747679967,0.018798799683740545,0.16434233395909403,0.4347308285194835,0
300,33,0.9901211791920687,1.004937519236527,0.0248094358824305,0.01822840296622562,-0.5893055593331876,0.722171841892488,0
300,34,1.0090207264051005,1.0113654308860294,0.021715141659210572,0.02331284785097251,-0.10499265741249293,0.5418091824731457,0
300,35,1.034717278332445,1.0143277536823345,0.02660991146413404,0.022927491572373126,0.7524010220024838,0.22590496609061028,0
300,36,1.0350661162383759,1.0083282022306932,0.019987058389093697,0.022796969255957037,1.2962664442357674,0.09744185251181992,0
300,37,1.0009629107190139,1.004017699497701,0.022374534442985535,0.0276498006493062,-0.13159794597531418,0.5523488448647418,0
300,38,1.045590308253244,1.007512089273902,0.025948972136360264,0.02977832481534262,1.4213767669197575,0.07760362848283331,0
300,39,1.0250926325009226,1.0144909354846,0.01909577947377534,0.023418548146475666,0.5354186119367818,0.2961802114722486,0
300,40,1.0086279393076905,1.010289572101422,0.028030498120089405,0.013205514506500942,-0.05895325034406675,0.5235053279360989,0
300,41,1.0262266054915503,1.007349040122815,0.02520629462794178,0.016775432164512265,0.7407650148289774,0.22941796557041272,0
300,42,1.005978474116743,0.9991175532450898,0.021472079225490263,0.02488158365889349,0.30931267732496925,0.37854184419631176,0
300,43,1.0375025293604097,1.0105859883517083,0.023247555691207497,0.020260772145259204,1.1364437998177839,0.12788543682365971,0
300,44,0.9961111666668223,1.005425491793754,0.02355589901739592,0.03121792257675365,-0.3791174610467187,0.6476996797786867,0
300,45,1.006715056885358,1.0077891723124215,0.025826816887215016,0.02519225080975189,-0.04063384179188175,0.5162060977106897,0
300,46,0.990224075937899,1.0010801084174878,0.022490867974889403,0.01771648231466949,-0.47536839937602693,0.6827377929142882,0
300,47,0.9768903826919536,1.0168198897215153,0.02173133953911703,0.018924767546781143,-1.8035396611889043,0.9643482487410371,0
300,48,1.0172363703162057,1.01122787199836,0.025303948631911384,0.030725115291755468,0.22915655917752953,0.4093736174763155,0
300,49,1.0314543264550986,1.0036805587731998,0.02529426977991358,0.021004488642178396,1.0795726944648534,0.1401662531150123,0
1000,0,0.9703840460492897,1.0031020657712073,0.02165855493610342,0.020847670361707874,-1.4768078603635721,0.9301364255255059,0
1000,1,1.0001540225662282,1.0040906388728414,0.021766550346007683,0.026210900264608882,-0.17463619801151162,0.5693172481321949,0
1000,2,1.0016509194781271,1.0044491625729557,0.01919171836747621,0.02567497424976509,-0.13968843619510124,0.55554691829996,0
1000,3,1.0095535513161855,0.9957133779781708,0.02162059304053207,0.022363416359440873,0.623674145825775,0.26642080283300107,0
1000,4,0.9977349896324134,0.9942758817992049,0.02500209231932699,0.024543660092638184,0.13513540322294595,0.44625240958817225,0
1000,5,1.033158836528736,1.008776092782721,0.023800388609772814,0.024192323245046356,0.9989891766340192,0.15889996721213606,0
1000,6,0.9688131605169229,1.0056176997848787,0.027647849822132944,0.02010949810363775,-1.3139257200789545,0.9055643988315987,0
1000,7,0.9623595099577241,0.9955545182534962,0.021638639664206448,0.024508757788988218,-1.4871087434591426,0.9315069536803775,0
1000,8,1.0053479207119056,0.9937291656922549,0.025302207728031458,0.026136888244741304,0.44741872585727954,0.32728637887993994,0
1000,9,0.9980108451424347,1.0025357679205116,0.020492208046645866,0.02521273971949863,-0.21290166539654007,0.5842981683176607,0
1000,10,1.0125669702821505,1.0060000297874363,0.022823347937347128,0.022549417695520036,0.28095446913632516,0.38937266105482093,0
1000,11,1.0122668433317548,0.9959400005629286,0.02376935130742287,0.025107051208965298,0.6684930413003014,0.25190946118112223,0
1000,12,1.0117980321902786,1.0076107434547286,0.023406915282800655,0.02107272819150198,0.17537289172013007,0.430393319873151,0
1000,13,1.0175687801038007,1.0079058826772895,0.01877188312409415,0.021590415281296217,0.4985308437511022,0.3090549675373946,0
1000,14,0.9785477873396116,0.9999001724075762,0.02292586726744463,0.026127320060942448,-0.9025227836710755,0.8166103879750765,0
1000,15,0.9938384976002497,1.0015970678404424,0.020960460690196216,0.021934921442246447,-0.3604164806064215,0.6407321480554732,0
1000,16,1.011783394096918,1.003992120407647,0.023882677183415187,0.024509601457522134,0.31796659850110537,0.3752551367894186,0
1000,17,0.9884981136993433,1.0023355627270338,0.025506079017714397,0.027295909705675574,-0.5276193535446748,0.7011182212305418,0
1000,18,0.9808029970880096,0.9994095975468857,0.02103226286822376,0.016401897349954554,-0.871518167562241,0.8082643547337166,0
1000,19,1.0038227007825937,1.0137375445074917,0.028070650609468267,0.01879283572954216,-0.3493178388887051,0.6365746462632293,0
1000,20,0.9893035659497381,0.9999090305368016,0.024303943267493664,0.017794414590078203,-0.4306350592846876,0.6666331275533273,0
1000,21,1.0033089139713458,1.0050865041893098,0.02460077566050854,0.02527199823541373,-0.07042340038456704,0.5280716666648275,0
1000,22,0.9913222489164416,1.0077167011507009,0.021520464616695687,0.018810333949158323,-0.747661163103957,0.7726677188416374,0
1000,23,0.9834105155194716,0.997478174811804,0.02616676304044793,0.027665323300685454,-0.523193459163478,0.6995801836459838,0
