model,N,effect,replicate,lambda_emp,lambda_sd_emp,lambda_mu_perm,lambda_s_perm,lambda_z,lambda_p_one_sided,detect_lambda,eig1_obs,eig1_thr97,eig1_p,detect_pca
cline,1000,0.005,2,0.9793912683402834,0.014483141612850576,1.007503907182612,0.014273790551700064,-1.895575839088593,0.9709919226923449,0,1.778803548228916,1.9934488264949979,,0
cline,1000,0.005,3,1.0325914240333434,0.016615321368626167,1.010771434997618,0.013406664140407941,1.2923780085772119,0.09811313435996816,0,1.787877522567004,1.9934488264949979,,0
cline,1000,0.005,4,1.0283223600893077,0.0190931587935064,1.004327444603783,0.017314242381416576,1.2316623646867266,0.1090376170161812,0,1.7724872626299895,1.9934488264949979,,0
cline,1000,0.01,0,1.0152733696282874,0.016193005047232607,1.0016686804683372,0.0172320933136196,0.817337053308171,0.20686791864104692,0,1.7883246887538127,1.9934488264949979,,0
cline,1000,0.01,1,0.998716571332422,0.01333206656917278,0.9967088234278243,0.017328892511252695,0.14461135130919375,0.442508867200607,0,1.774420177738263,1.9934488264949979,,0
cline,1000,0.01,2,0.9809291251468794,0.014744767971137858,0.9977065897443167,0.016514131229597172,-1.1037709892735827,0.8651537538239007,0,1.780225465422602,1.9934488264949979,,0
cline,1000,0.01,3,0.9874250061403204,0.015587962656483387,1.0028486491695472,0.01738760349462973,-0.960046142250602,0.831484003712238,0,1.7931147094996387,1.9934488264949979,,0
cline,1000,0.01,4,0.973163671127756,0.01810070497623531,1.0019950022248836,0.01799626966203345,-1.5548681356730527,0.9400112611856516,0,1.7809475483990878,1.9934488264949979,,0
cline,1000,0.015,0,1.036003483298103,0.01494627007743318,0.9941420401083307,0.01892850603874681,2.694825639334067,0.0035212736590977123,1,1.7745740434002666,1.9934488264949979,,0
cline,1000,0.015,1,1.0099541113553658,0.01746458165236555,0.9963129895898948,0.02017432819289006,0.7562524810528541,0.22474891631592941,0,1.770111952616877,1.9934488264949979,,0
cline,1000,0.015,2,1.0002286315354518,0.01581031799339074,1.0077170846118066,0.012268108455366144,-0.4666708581187678,0.6796323087293689,0,1.7883535142646814,1.9934488264949979,,0
cline,1000,0.015,3,0.9871225910616462,0.01644800361034537,0.9995310870124854,0.019402545733462336,-0.7294576348588896,0.7671391132348122,0,1.7784693441089898,1.9934488264949979,,0
cline,1000,0.015,4,1.0173931445759017,0.018419341929009358,1.0059320926785325,0.01557033374970455,0.6114027060725596,0.2704665058016671,0,1.7788373319505872,1.9934488264949979,,0
