model,N,effect,replicate,lambda_emp,lambda_thr97,lambda_p,detect_lambda,eig1_obs,eig1_thr97,eig1_p,detect_pca
cline,100,0.005,62,1.0274517255602438,1.0,,1,1.2081465111974443,1.5477320613535541,,0
cline,100,0.005,63,1.0280366358824888,1.0,,1,1.2113483257680315,1.5477320613535541,,0
cline,100,0.005,64,1.0454787531167349,1.0,,1,1.2169618016242705,1.5477320613535541,,0
cline,100,0.005,65,1.0285980525232978,1.0,,1,1.2117856973065737,1.5477320613535541,,0
cline,100,0.005,66,1.0350596121337163,1.0,,1,1.2236180308073599,1.5477320613535541,,0
cline,100,0.005,67,1.0392052031003083,1.0,,1,1.2056241525203897,1.5477320613535541,,0
cline,100,0.005,68,0.9955223670620122,1.0,,0,1.2148505402169598,1.5477320613535541,,0
cline,100,0.005,69,1.0222092051102214,1.0,,1,1.2133947654102055,1.5477320613535541,,0
cline,100,0.005,70,1.0216725637198474,1.0,,1,1.2089256677694866,1.5477320613535541,,0
cline,100,0.005,71,1.023576607880146,1.0,,1,1.213460415067374,1.5477320613535541,,0
cline,100,0.005,72,1.0347174230076217,1.0,,1,1.2117136249508444,1.5477320613535541,,0
cline,100,0.005,73,1.0276799475287002,1.0,,1,1.219122971867424,1.5477320613535541,,0
cline,100,0.005,74,1.0009435027176292,1.0,,1,1.2215811421731488,1.5477320613535541,,0
cline,100,0.005,75,1.0238416115648985,1.0,,1,1.2035197071623023,1.5477320613535541,,0
cline,100,0.005,76,1.0412374029586757,1.0,,1,1.2098971453075644,1.5477320613535541,,0
cline,100,0.005,77,1.01639632404335,1.0,,1,1.224831098292579,1.5477320613535541,,0
cline,100,0.005,78,1.0225679067416,1.0,,1,1.2096457014949473,1.5477320613535541,,0
cline,100,0.005,79,1.0198027364901523,1.0,,1,1.2067841871422498,1.5477320613535541,,0
cline,100,0.005,80,1.0342891778578633,1.0,,1,1.2108944445314611,1.5477320613535541,,0
cline,100,0.005,81,1.032849404820247,1.0,,1,1.1995028013781872,1.5477320613535541,,0
cline,100,0.005,82,1.0257070729180882,1.0,,1,1.2164407795808783,1.5477320613535541,,0
cline,100,0.005,83,1.01132377629776,1.0,,1,1.221099596448835,1.5477320613535541,,0
cline,100,0.005,84,1.0452710234516536,1.0,,1,1.2101882352825262,1.5477320613535541,,0
cline,100,0.005,85,1.0056480687177993,1.0,,1,1.2156149861816308,1.5477320613535541,,0
cline,100,0.005,86,1.01700182182576,1.0,,1,1.2089380960741023,1.5477320613535541,,0
cline,100,0.005,87,1.0314125887152272,1.0,,1,1.23104590568816,1.5477320613535541,,0
cline,100,0.005,88,1.0569834373646374,1.0,,1,1.2068022923035224,1.5477320613535541,,0
cline,100,0.005,89,1.050049683250373,1.0,,1,1.2212268791862804,1.5477320613535541,,0
cline,100,0.005,90,1.040839969965503,1.0,,1,1.2119014759461544,1.5477320613535541,,0
cline,100,0.005,91,0.9853379479274582,1.0,,0,1.214547551593049,1.5477320613535541,,0
cline,100,0.005,92,1.0357214188038026,1.0,,1,1.2182130260256345,1.5477320613535541,,0
cline,100,0.005,93,1.0212292571531338,1.0,,1,1.2201136452483494,1.5477320613535541,,0
cline,100,0.005,94,1.0390174274455561,1.0,,1,1.1979429684972345,1.5477320613535541,,0
cline,100,0.005,95,1.0167766907776181,1.0,,1,1.2134720849772735,1.5477320613535541,,0
cline,100,0.005,96,1.0299017123647645,1.0,,1,1.2127714058580805,1.5477320613535541,,0
cline,100,0.005,97,1.0200378811951374,1.0,,1,1.2130907001505702,1.5477320613535541,,0
cline,100,0.005,98,1.0295781255574912,1.0,,1,1.2090116191314595,1.5477320613535541,,0
cline,100,0.005,99,1.0459232689601337,1.0,,1,1.2101418482038544,1.5477320613535541,,0
cline,100,0.01,0,1.0245366129351865,1.0,,1,1.2097160865190213,1.5477320613535541,,0
cline,100,0.01,1,1.0149942035738664,1.0,,1,1.2231671708246823,1.5477320613535541,,0
cline,100,0.01,2,1.0229902814142706,1.0,,1,1.2120692894973015,1.5477320613535541,,0
cline,100,0.01,3,1.0365415029463112,1.0,,1,1.2065331357105924,1.5477320613535541,,0
cline,100,0.01,4,1.0277122403939685,1.0,,1,1.2214553246422661,1.5477320613535541,,0
cline,100,0.01,5,1.0471106720346832,1.0,,1,1.224049867544617,1.5477320613535541,,0
cline,100,0.01,6,1.0031407379834691,1.0,,1,1.2202846952150044,1.5477320613535541,,0
cline,100,0.01,7,1.0206472324416007,1.0,,1,1.2120081862230387,1.5477320613535541,,0
cline,100,0.01,8,1.02625912301142,1.0,,1,1.2036444074661503,1.5477320613535541,,0
cline,100,0.01,9,1.0217440419946844,1.0,,1,1.2049715484872037,1.5477320613535541,,0
cline,100,0.01,10,1.0459610642061559,1.0,,1,1.2085737178949056,1.5477320613535541,,0
cline,100,0.01,11,1.0287577187878427,1.0,,1,1.1984025086824055,1.5477320613535541,,0
cline,100,0.01,12,1.083192179330963,1.0,,1,1.212138475283263,1.5477320613535541,,0
cline,100,0.01,13,0.9849748437583425,1.0,,0,1.2027722228558122,1.5477320613535541,,0
cline,100,0.01,14,1.0123599741801432,1.0,,1,1.2010054985390781,1.5477320613535541,,0
cline,100,0.01,15,1.003605824768073,1.0,,1,1.218333117387095,1.5477320613535541,,0
cline,100,0.01,16,1.0442536251078172,1.0,,1,1.209511885813991,1.5477320613535541,,0
cline,100,0.01,17,1.020020587761116,1.0,,1,1.2151464470316968,1.5477320613535541,,0
cline,100,0.01,18,1.0140671617433266,1.0,,1,1.2114233209424148,1.5477320613535541,,0
cline,100,0.01,19,1.004945207070651,1.0,,1,1.2129730962598413,1.5477320613535541,,0
cline,100,0.01,20,1.0109062983223978,1.0,,1,1.2137337218288196,1.5477320613535541,,0
cline,100,0.01,21,1.0011293978369953,1.0,,1,1.2136899543556132,1.5477320613535541,,0
cline,100,0.01,22,1.026238434131281,1.0,,1,1.2092779542207532,1.5477320613535541,,0
cline,100,0.01,23,1.0355123794481882,1.0,,1,1.2242810456161717,1.5477320613535541,,0
cline,100,0.01,24,1.0459968800171957,1.0,,1,1.2149968953020593,1.5477320613535541,,0
cline,100,0.01,25,1.0292920845076396,1.0,,1,1.2169292959141342,1.5477320613535541,,0
